STATE,LOCATION,LATITUDE,LONGITUDE,d18O_wrt_SMOW_Corrected_Final,dD_wrt_SMOW_Corrected_Final,d-excess
West Bengal,Garibpur,23.74389,88.54333,-4.3,-33.31,1.09
West Bengal,Baliura,23.69278,88.52889,-3.3,-29.25,-2.86
West Bengal,Betai,23.80222,88.55889,-4.55,-32.36,4.05
West Bengal,Juranpur,23.69972,88.18889,-5.49,-38.02,5.86
West Bengal,Funtisanko,23.38256,87.82828,-2.41,-20.85,-1.6
West Bengal,Naihati,23.69233,88.14042,-5.73,-45.22,0.62
West Bengal,Ratanpur Pirtala,23.68178,87.93533,-3.22,-25.43,0.35
West Bengal,Kuchut,23.25075,88.04097,-3.02,-25.02,-0.84
West Bengal,Monteswar,23.41408,88.11222,-3.02,-23.3,0.84
West Bengal,Bamundih,23.38256,87.82828,-3.27,-24.58,1.61
West Bengal,Mallikapur,23.38256,87.82828,-3.89,-27.54,3.58
West Bengal,Dainhat,23.60303,88.16786,-4,-33.89,-1.88
West Bengal,Bhatar,23.41136,87.92528,-4.08,-30.11,2.54
West Bengal,Narayanpur,23.58672,88.14431,-3.9,-30.26,0.97
West Bengal,Khirgram,23.51322,88.03153,-3.26,-28.62,-2.51
West Bengal,Majhigram,23.58619,87.97747,-4.77,-28.14,9.99
West Bengal,Ramdaspur,23.38256,87.82828,-4.23,-30.32,3.51
West Bengal,Barapurulia,23.67928,88.06175,-3.72,-25.58,4.16
West Bengal,Pontba,23.07722,88.22014,-4.97,-33.97,5.77
West Bengal,Champta,23.07258,88.33989,-4.37,-28.19,6.75
West Bengal,Rukkini,23.09656,88.29358,-5.01,-31.49,8.61
West Bengal,Khannan,23.05217,88.31642,-5.49,-30.26,13.64
West Bengal,Kamtai,23.01847,88.23783,-5.25,-36.59,5.39
West Bengal,Nutanpukur,22.56028,88.49972,-5.08,-33.27,7.37
West Bengal,Nutanpukur,22.56028,88.49972,-4.45,-31.04,4.53
West Bengal,Panithar,22.66417,88.93139,-4.6,-30.77,5.99
West Bengal,Panithar,22.66417,88.93139,2.77,7.65,-14.49
West Bengal,Ichapur,22.79556,88.35556,-8.22,-54.69,11.06
West Bengal,Ichapur,22.79556,88.35556,-7.43,-54.7,4.74
West Bengal,Ichapur,22.79556,88.35556,-4.76,-33.1,4.98
West Bengal,Kasimpur,22.76861,88.51917,-4.55,-32.19,4.21
West Bengal,Kasimpur,22.76861,88.51917,-4.22,-32.17,1.62
West Bengal,Atbelia,22.59778,88.53278,-4.27,-27.8,6.39
West Bengal,Atbelia,22.59778,88.53278,-4.78,-29.05,9.16
West Bengal,Charghat,22.85222,88.80861,-4.66,-32.27,5.04
West Bengal,Charghat,22.85222,88.80861,-3.8,-28.79,1.61
West Bengal,Sandeshkhali,22.37,88.88,-3.18,-20.85,4.59
West Bengal,Sandeshkhali,22.37,88.88,-2.94,-17.86,5.66
West Bengal,Sandeshkhali,22.37,88.88,-0.48,-6.67,-2.83
West Bengal,Kadambagachi,22.70861,88.54167,-4.53,-31.34,4.93
West Bengal,Kadambagachi,22.70917,88.54556,-4.66,-29.25,8.06
West Bengal,Taki,22.58639,88.92056,-4.32,-30.86,3.69
West Bengal,Taki River,22.58639,88.92056,0.34,-4.37,-7.08
West Bengal,Muniadih,23.89611,87.99972,-3.14,-26.37,-1.29
West Bengal,Simulgachi,23.91806,88.07806,-0.57,-5.25,-0.7
West Bengal,Kagram,23.75694,88.13778,-3.18,-25.53,-0.09
West Bengal,Barwan,23.92556,87.94083,-2.4,-22.93,-3.71
West Bengal,Sunderpur,23.87333,87.94056,-2.89,-25.21,-2.13
West Bengal,Kirnahar,23.76194,87.87667,-3.68,-25.39,4.05
West Bengal,Nanoor,23.70167,87.87083,-3.95,-31.34,0.3
