STATE,LOCATION,LATITUDE,LONGITUDE,d18O_wrt_SMOW_Corrected_Final,dD_wrt_SMOW_Corrected_Final,d-excess
ANDHRA PRADESH,MARAKUNTAPALLI,14.181,77.72,-3.82,-25.78,4.77
ANDHRA PRADESH,NARAYANAPURAM,14.136,77.697,-3.14,-22.53,2.58
ANDHRA PRADESH,KESHAMPURAM,14.263,77.771,-3.49,-21.68,6.23
ANDHRA PRADESH,ADADKULAPALLI,14.042,77.544,-4.32,-30.17,4.42
ANDHRA PRADESH,GOLLAPALLI,14.2,77.596,-2.88,-15.78,7.24
ANDHRA PRADESH,TIMMAPURAM,14.11,77.599,-2.77,-19,3.19
ANDHRA PRADESH,GONIPETA,14.06,77.644,-4.1,-26.39,6.4
ANDHRA PRADESH,PENUKONDA,14.071,77.605,-2.47,-21.23,-1.45
ANDHRA PRADESH,SETTIPALLI (BATTUWALA BAVI),14.103,77.676,-3.25,-22.53,3.44
ANDHRA PRADESH,PUTTAPARTI,14.169,77.811,-2.31,-17.86,0.59
ANDHRA PRADESH,BATTALAPALLI,14.081,77.771,-2.21,-13.7,3.96
ANDHRA PRADESH,KAMBALAPARTHI,14.136,77.909,-4.11,-25.45,7.41
ANDHRA PRADESH,JAGGARASUPALLI,14.131,77.741,-2.84,-19.65,3.11
ANDHRA PRADESH,VENGALAMMA CHERUVU,14.152,77.862,-3.84,-25.52,5.19
ANDHRA PRADESH,GANGIREDDIPALLI,14.059,77.882,-2.41,-17.64,1.62
ANDHRA PRADESH,KOTLAPALLI,14.075,77.724,-3.16,-23.18,2.08
ANDHRA PRADESH,DODAGHATTA,14.027,77.371,-4.32,-28.86,5.72
ANDHRA PRADESH,RAGIMEKALGUDEM,14.144,77.475,,,0
ANDHRA PRADESH,RODDAM,14.095,77.429,-3.64,-25.21,3.93
ANDHRA PRADESH,SHANPURAM,14.155,77.521,-3.55,-25.95,2.47
ANDHRA PRADESH,BOKSAMPALLI,14.105,77.528,-2.95,-22.67,0.94
ANDHRA PRADESH,CHINNAMANUTURU,14.026,77.418,-2.91,-21.49,1.78
ANDHRA PRADESH,GUTTURU,14.189,77.632,-2.6,-21.92,-1.1
ANDHRA PRADESH,KOTTAPALLI,14.155,77.395,-2.92,-23.2,0.17
ANDHRA PRADESH,REDDIPALLI,14.132,77.742,,,
