STATE,LOCATION,LATITUDE,LONGITUDE,d18O_wrt_SMOW_Corrected_Final,dD_wrt_SMOW_Corrected_Final,d-excess
Rajasthan,Sewadara,27.5425,74.8072,-5.17,-39.7,1.66
Rajasthan,Baranya,27.9506,74.8417,-3.68,-32.23,-2.79
Rajasthan,Dhandan,28.0972,74.8564,-3.5,-31.9,-3.9
Rajasthan,Vishangarh,27.3314,75.9086,-6.4,-47.2,4
Rajasthan,Bura ka bas EW200M,28.1647,75.3789,-4.86,-36.54,2.34
Rajasthan,Barau200M ew,27.9617,75.6903,-5.7,-43.05,2.55
Rajasthan,Gadali (200) EW,28.2692,75.8844,-5.32,-38.45,4.11
Rajasthan,Jhajhar200M EW,27.8017,75.2833,-5.5,-40.27,3.73
Rajasthan,Manakpur,26.4639,76.8958,-5.25,-40.72,1.28
Rajasthan,Kurgaon,26.4611,76.8542,-5.3,-41.06,1.34
Rajasthan,Rajor,26.3972,76.8656,-4.59,-37.93,-1.21
Rajasthan,Arthal,26.47,76.9472,-5.69,-42.34,3.18
Rajasthan,Salempur,26.4694,76.7967,-5.74,-42.1,3.82
Rajasthan,Padewa,26.4694,76.9528,-5.77,-41.45,4.71
Rajasthan,Mamchari,26.4444,76.87,-4.07,-32.81,-0.25
Rajasthan,Kohri,26.3486,76.9083,-4.98,-37.21,2.63
Rajasthan,Khajhuroh,26.2472,76.9292,-3.61,-27.25,1.63
Rajasthan,Jirna,26.7083,76.6861,-4.12,-35.6,-2.64
Rajasthan,Sahar,26.6194,76.7347,-1.17,-23.02,-13.66
Rajasthan,Salawad,26.6986,76.6375,-4.85,-36.17,2.63
Rajasthan,Rosiya,26.6917,76.8472,-4.3,-36.08,-1.68
Rajasthan,Kemla,26.675,76.7028,-5.81,-43.96,2.52
Rajasthan,Camri,26.6208,76.6533,-4.07,-33.79,-1.23
Rajasthan,Garhi bandhwa,26.7361,76.9014,-5.7,-42.89,2.71
Rajasthan,Shekhpura,26.7528,76.8847,-4.33,-36.81,-2.17
Rajasthan,Tamaipur,26.8861,76.9458,-5.67,-43.28,2.08
Rajasthan,Phulwara,26.9031,76.8694,-4.93,-37.21,2.23
Rajasthan,Nangal,26.7875,76.8694,-6,-44.23,3.77
Rajasthan,Katkhad,26.8278,76.8622,-5.78,-43.96,2.28
Rajasthan,Machri,26.8717,76.8625,-5.02,-39.55,0.61
Rajasthan,Dadroni,26.4889,77.3625,0.02,-9.74,-9.9
Rajasthan,Baragaon,26.3583,77.2722,-3.78,-33.57,-3.33
Rajasthan,Tontri,26.7042,77.6208,-5.89,-44.49,2.63
Rajasthan,Aligarh,26.6861,77.6361,-5.67,-45.55,-0.19
Rajasthan,Sirmathura,26.5194,77.3958,-4.42,-35.72,-0.36
Rajasthan,Kumheri,26.805,77.8042,-6.39,-49.34,1.78
Rajasthan,Umrara,26.7364,77.8236,-5.77,-44.53,1.63
Rajasthan,Salehpur,26.8083,77.7694,-5.73,-45.59,0.25
Rajasthan,Kulwapura,26.8653,77.8153,-5.67,-47.22,-1.86
Rajasthan,Kirarpura,26.7528,77.8194,-6.17,-49.37,-0.01
Rajasthan,Chhalpura,26.8528,77.8181,-5.15,-40.66,0.54
Rajasthan,Nanglaharnath,26.8625,77.7681,-5.51,-41.7,2.38
Rajasthan,Tor,26.725,77.74,-5.92,-43.99,3.37
Rajasthan,Dagarpur,26.9208,77.6806,-5.27,-38.99,3.17
Rajasthan,Nagar,26.5458,77.74,-5.89,-44.16,2.96
Rajasthan,Baremori,26.5028,77.2583,-6.27,-44.57,5.59
Rajasthan,Dhukapur,26.6778,77.9972,-4.34,-34.38,0.34
Rajasthan,Khudila,26.8389,78.0861,-6.59,-48.64,4.08
Rajasthan,Ghanodi,26.9208,78.2583,-6,-47.05,0.95
Rajasthan,Kherli,27.2256,77.0606,-4.76,-35.74,2.34
Rajasthan,Handiya,27.0564,76.9639,-5.52,-42.15,2.01
Rajasthan,Dadur,26.7072,77.4483,-5.76,-45.1,0.98
Rajasthan,Bagthar,26.7961,77.5303,-5.61,-43.66,1.22
Rajasthan,Sherpur,26.7583,77.1008,-4.99,-38.71,1.21
Rajasthan,Mahukhash,26.825,77.0222,-4.71,-37.7,-0.02
Rajasthan,Salawad,26.6872,76.6283,-5.09,-39.82,0.9
Rajasthan,Kharagpura200Mew,26.7411,77.9594,-5.41,-41.64,1.64
Rajasthan,Samogar200M ew,26.8536,77.2261,-5.67,-42.85,2.51
Rajasthan,Mahedpura (168) ew,26.7114,78.0692,-5.74,-43.69,2.23
Rajasthan,Nikatpuri ew,26.9703,76.6958,-5.72,-42.57,3.19
Rajasthan,Meena Simla EW,26.96,76.76,-6.43,-47.31,4.13
